Author,Comment,Published At
@nafikardat,pahlawan himmel tidak pernah bercerita,2025-01-17T09:04:10Z
@Inikato,Very mesmerizing song i can't imagine myself listening to this song on the headphones while walking on the beach!,2025-01-17T09:02:52Z
@IceyLyt,"If this comment got 1k i ask my crush out



Edit
She IS NOW MY GF GUYS THXXXX",2025-01-17T08:53:02Z
@Hallelujah333,"To be honest, i never really had a good childhood. I experience depression many times, lust, and etc.. But guess what? HE STILL CARED FOR ME! EVEN YOU. HE LOVES YOU. He even saw me sinning, YET HE STILL FORGIVED ME. PLEASE REPENT BEFORE IT'S TOO LATE. LIFE CAN BE HARD, BUT HE'S STILL HERE TO HELP YOU. 
Listen. I do adultery when i was a child, cuz of worldly things. Then i experience depression on 7. Then i keep thinking about wrong things at 8 and 9. And..God helped me again. 
He gave me the happiness i never think i could have. I prayed, fasted. And he asnwered my prayers. 
He helped me on hard times
He gave me the ability, and talent i always prayed for. 

Yet i used the writing talent from God, the wrong way. 

Yet i keep covet, because the hobby He gave wasn't enough. 

Sometimes i can fail, and just want things other people have. Sometimes I'm not grateful. 

But He still helped me, again.

And that's His love for us. He saw you sin, yet still forgived us. We treated Him like a toy, and fail him. He already died on the cross for us. 

Yet we keep sinning. 

Please stop failling Him, people. We got the love we don't even deserve. He still helped us. 

Please. 

I repented many times, and sometimes i can fail. But that doesn't mean God will just leave you, because you sinned ""too much"", or whatever. He will try to help you, and you need to listen. Even though if there's ups, and down, i know we all can do it. We can do anything through God, everything is possible. 
Don't fall for the tricks from the devil. Don't do worldly things. Faith without works is dead. Repent before it's too late, because it might be too late. Don't focus when will salvation happened, instead, focus on God more. Fast, pray, do His commands. Trust, and it will happened. Anything compared to God's love, is nothing. He will help you if you're depressed. 

There's things that Christians should NOT say, for example ; i swear, i can't, what the -, bad words, mocking His name, oh my (-.) (God's name), saying His name in vain, judging people, lying, karma, lucky, etc. These are not allowed, and is breaking God's rules.
 Also as an Christian, we must be patient, care and love for each other, spread gospel, respect (other religion, people, parents, anything.), not jealous, and humble. [Going to church is important, it can help your faith. Because social as an Christian is pretty important. There's important things you might find out, that you didn't know from the Bible.] 
And even smallest things! Wait for people who's talking to complete what they're saying, helping someone who needed our help, invite someone to go to church. Don't be afraid to spread the gospel, i used to experience that, but it can save someone who needed His help. You can practice love, by helping your parents/doing their commands, pray for people who needs it ;  even your enemies. Doing these is the same as loving God. 

Don't let talents, electric things (phone, tv, whatever), lust / adultery, other god, and etc above God! I know it might be hard, but we need to stop. How? Pray to God to give the things you needed to stop doing the sins, ask Him to help you, and fast, and you can spend your free time spending with family, and fast. 

Don't make harsh jokes that might hurt someone, or dirty jokes, etc

Don't covet / don't be jealous. We need to learn to be grateful for what God have given us. 

Don't be greedy, spare for people who needed these. And it can hurt people too. 

Don't lie, spread rumors. We need to be careful by what we're gonna say

Careful with what we're seeing, saying, hearing, doing, or whatever. 

Be humble / don't do pride

Close the door when you're about to pray, or fast. 

Don't be addicted, or do adultery. Adultery is doing something dirty. Addicted can be about your electrical things, alcohol, dru*s, smoking. 

Be careful and don't try to say other god's name. And dont praise other god than Him. 

Don't kill innocent people

• Good deeds won't take you to heaven. •

Let God do the work sometimes

Don't believe in luck or karma

Don't lie. • It will not end good. •  Even if it hurts, it makes you closer to God. 

Don't be lazy. Don't sleep too much, don't play mobile too long. 

If you're sad, or feel like you're going to do something wrong. Immediately pray to God! Ask for help! 
Remember, we can't do things without God. Every asnwer to do things is God. We can't repent without His name. 
Please repent before it's too late. 
If you're sad, He's always here. 
If you're sick, may God heal you. 
• Please don't give up. Venting to God can help. Life  can be hard sometimes, and I'm sorry if you're struggling. •
He loves you no matter what. 
If you repent, He will forgive you. 
We need to let the past be the past, and change ourselves for God. 
Don't compare anyone, or even yourself. 
We all have worth
No one is perfect except God. 

We need His help

God bless you :) 

Spread the gospel, everyone. Don't be afraid. Because it might save someone. 
 
God bless everyone who's hurt, or needed His help. I hope they can recover in His name! everyone please repent before it's too late and God loves you all btw and if you're sad pray to God!!",2025-01-17T08:45:49Z
@Winter-012,I just can't stop listening to this song it's so good 💗,2025-01-17T08:39:45Z
@mywinter-092,"Thanks for writing this song Kai ^^
it makes me feel calm and relaxed everytime I listen to it 
And it’s my fav English song🤍
Hope you can release more good songs in the future!!",2025-01-17T08:15:26Z
@randomgirlintrovert,Can't stop myself to hear this song and to see u,2025-01-17T08:02:19Z
@randomgirlintrovert,"The first time I heard this song I fell in love with the song 
And I've crush on u Yung kai🤧💗",2025-01-17T08:01:50Z
@kimannrita,💙 my safe place,2025-01-17T08:01:17Z
@EnchuWatuna,song for those who daydream,2025-01-17T07:45:27Z
@Yinxuan2,here before 24 hours,2025-01-17T07:32:27Z
@ItszmeLidya,Soo good❤,2025-01-17T07:22:56Z
@Awigato,Julia is soooo prettyyyyyyyy 😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨,2025-01-17T07:14:34Z
@emmersleii,who else has been listening to this song on loop 🙋‍♀️,2025-01-17T07:08:47Z
@Agro50,My guy’s milking the song,2025-01-17T07:03:47Z
@DIYCRAFTYCRAFT,"Idk y its giving me nostalgia vibe 
It feel like a peaceful dream",2025-01-17T07:00:39Z
@JTTJ-c6r,Fan club from 🇹🇭❤🙌,2025-01-17T06:55:08Z
@Kyzenaa,Listening to this song makes me in love with life,2025-01-17T06:52:03Z
@hoangkophaila7804,"i love this vibe, can you recommend for me a song like this😍😍😍😍😍😍",2025-01-17T06:40:26Z
@igotseven6545,Yungkai💙,2025-01-17T06:37:45Z
@joysarker9007,started playing 2024 ended 2025,2025-01-17T06:30:56Z
@kentangrebbus,eh terus video yg kemarin itu apa? 😭,2025-01-17T06:30:07Z
@Nike-re4fq,I love this song,2025-01-17T06:27:56Z
@Lainrealize,Penyakit Yungkai Gila😭,2025-01-17T06:25:54Z
@InusukiYT,I guess I'm pretty early just 22 hours late,2025-01-17T06:24:56Z
@PADIL_REIJNERDS,bang yang cewe buat gw aja ya,2025-01-17T06:14:47Z
@mycosmic,cakep banget woyyy,2025-01-17T06:12:56Z
@enoyonto2137,"Your morning eyes, I could stare like watching stars
I could walk you by, and I'll tell without a thought
You'd be mine, would you mind if I took your hand tonight?
Know you're all that I want this life

I'll imagine we fell in love
I'll nap under moonlight skies with you
I think I'll picture us, you with the waves
The ocean's colors on your face
I'll leave my heart with your air
So let me fly with you
Will you be forever with me?

My love will always stay by you
I'll keep it safe, so don't you worry a thing, I'll tell you I love you more
It's stuck with you forever, so promise you won't let it go
I'll trust the universe will always bring me to you

I'll imagine we fell in love
I'll nap under moonlight skies with you
I think I'll picture us, you with the waves
The ocean's colors on your face
I'll leave my heart with your air
So let me fly with you
Will you be forever with me?",2025-01-17T06:06:26Z
@CaseyJean-fx2hu,Im crying fr,2025-01-17T06:05:46Z
@madclown0879,Imagine :),2025-01-17T05:57:01Z
@mrskyfdhl,Perfect song in 2024 - 2025,2025-01-17T05:47:30Z
@irishsunguad26,"one of the best song ever, fr",2025-01-17T05:41:52Z
@Wholesome_Vibes05,Thie is the type of songs that you would rather listen to than the raps and street musics stuff❤,2025-01-17T05:36:07Z
@farhanaazad4000,I don't know why i am crying 😢  its so beautiful song ❤❤❤,2025-01-17T05:30:56Z
@T3ka-459,Love is music,2025-01-17T05:28:53Z
@Stephen2David,Yo I look like him but different nose and style and the girl looks like one of my classmate,2025-01-17T05:25:49Z
@InaElNaura27,So easy listening ,2025-01-17T05:22:11Z
@rashedahammed8874,This man made a song and whole generation are love with this song,2025-01-17T05:07:56Z
@Thongerzero,This song reminds me of my ex who cheated on me 🤧,2025-01-17T05:06:41Z
@Best.HumanBeing,WAIT THAT IS JULIAAAAA,2025-01-17T05:06:07Z
@Faiza-y7s,I hear this song daily almost 15-20 bar..It's my most favourite song..,2025-01-17T04:59:39Z
@PokeJT,Never forgetting this song,2025-01-17T04:56:18Z
@Faiza-y7s,Best song in the world,2025-01-17T04:55:28Z
@Ryuzo_wisy,My favorite song,2025-01-17T04:46:45Z
@Alyslif3,HOW DARE YT HIDE THIS FROM ME FOR 20 HOURS LIKE WHAT?! (and i commented on the mv and i don't wanna be obnoxious and say it here too so if any of yall wanna see it. go to the mv <3 love yall! ),2025-01-17T04:41:20Z
@Not_OMG,ใครตามมาจาก tiktok บ้าง🎉,2025-01-17T04:40:48Z
@CaspersGhost618,"Its a love song, but i got tears from the chorus, beautiful ❤️",2025-01-17T04:22:46Z
@ShaliniPathipati,HE IS SOO HANDSOME :),2025-01-17T04:14:25Z
@ShaliniPathipati,SHE IS SOO PRETTY :),2025-01-17T04:14:00Z
@AnweshadhiiLearningCenter,"That boy from Karnataka playing this on flute brought me here....
Beautiful stuff 🎉",2025-01-17T04:07:46Z
@AnkitaBaraily-fy1uk,“Following him since his struggling phase and finally seeing his hard work pay off really means a lot.”🥹,2025-01-17T04:07:02Z
@abhilashasati3911,This is what I wanted to hear for so long ❤❤❤❤❤❤❤,2025-01-17T04:02:16Z
@kaushaladhee,bro this song dont need any music video their imagination is the video itself,2025-01-17T04:00:25Z
@shhimzz,this will always be a beautiful song,2025-01-17T03:56:38Z
@SovitaRai100,Just in love with this song ❤☺️,2025-01-17T03:52:21Z
@Florian1st,Thank you soooooooooo much~ This is a subtitled version I requested a month ago~☺️🙏,2025-01-17T03:39:17Z
@Txsvziex,Thank you yung Kai for this song I really love when I fly toward you and when I hear this first time I started crying really much this song really is something to me...,2025-01-17T03:36:02Z
@altabhossain7623,This was released on my birthday so I am so happy for that❤❤❤❤❤,2025-01-17T03:35:08Z
@pinnochiosawmtea9896,I like her. @julia ma,2025-01-17T03:26:06Z
@ttalgi.melody,all I can think of are rangrang and zaizai 🥺,2025-01-17T03:11:19Z
@Usuariodeinternetkj,Se siente como un masaje en los oidos. Es increíble.,2025-01-17T02:59:40Z
@sasimuki4251,✨️🍀🥹🫶🏻,2025-01-17T02:54:21Z
@nicholaskhiangte718,Love from Mizoram ❤,2025-01-17T02:50:59Z
@glairepaglinawan5421,Waiting for an album🤭🤭🤭,2025-01-17T02:49:07Z
@renjuinist,I love that the song is inspired by when i fly towards you😢❤,2025-01-17T02:36:15Z
@Dinofelis999,After listening this it feels like I'm in love.... But reality it's alone all the time.....❤My fav song 🎵,2025-01-17T02:33:54Z
@saniesh1321,best song ever in this world❤❤,2025-01-17T02:12:34Z
@aunghkantpaing729,The whole song is in 6/8 but this part 1:46 is in 3/4,2025-01-17T02:09:49Z
@pulkitsahu01,"""I'll imagine we fall in love"". ❤ 
Soft spoken",2025-01-17T02:07:58Z
@soledadconstantino8570,Truly lovely song yung kai!!!,2025-01-17T02:03:27Z
@tejendrathapamagar8235,Young Kai bro we need to another song but like feeling same,2025-01-17T01:54:24Z
@RandomG33,My crush rejected me......but my old crush likes me Soooo plan B completed,2025-01-17T01:50:40Z
@carlosrivera39432,Her smile is perfect❤ 0:36,2025-01-17T01:49:07Z
@HtetmyatAung-qf4sh,💙,2025-01-17T01:42:11Z
@siennaakamatsu,This song feels like admiring your favorite person as they laugh,2025-01-17T01:42:03Z
@nuranisayunus2080,I listen to this song every day❤,2025-01-17T01:40:06Z
@AbishekLimbu-i2j,This song gaves me goosebumps 😊,2025-01-17T01:40:01Z
@NLMelody23,I love this song so much...this song makes me feels so nostalgic<3♡,2025-01-17T01:29:12Z
@dharudharu-ot7,Loop mood Start 💖💖💖💖,2025-01-17T01:23:27Z
@haleyy.a,this song is just so beautiful and always makes me want to rewatch when i fly towards you 💗😭,2025-01-17T01:10:00Z
@MyraJainnnn,I’m in love!,2025-01-17T00:50:04Z
@BrendenCheong,Truly one of the best love song of all time.,2025-01-17T00:41:30Z
@Angel-w4l2f,she so pretty🤌😊😊 perfect couple❤🎀👍,2025-01-17T00:40:06Z
@Angel-w4l2f,❤❤,2025-01-17T00:38:56Z
@0.1k_saturn,This song is beautiful!!❤️Julia Ma being the love interest!! ❤️,2025-01-17T00:21:44Z
@P1x0_,He should make more songs not just blue,2025-01-17T00:19:57Z
@Cl0oudyyyyy,LOVELY JUST LOVELY..,2025-01-17T00:17:27Z
@alicelolafranchario,Listening in the morning while eating is the best,2025-01-16T23:53:54Z
@Helloitsme39,I love how the starting looks like when I fly towards you,2025-01-16T23:51:38Z
@mamanghachi8086,Di indo banyak orang yang kena penyakit yungkai gila 😞,2025-01-16T23:48:55Z
@mashihogemes,omg,2025-01-16T23:39:23Z
@YosoyMau.,One of the best love songs,2025-01-16T23:36:18Z
@thebobabears7466,i need this in a movie,2025-01-16T23:32:02Z
@aldijowo7,🤍🤍🤍🤍🤍🤍,2025-01-16T23:26:21Z
@j.l.3267,I love how this song is paired well with this music video. It's like looking at an old videotaping of a young couple in love spending time together at a beach. It feels very nostalgic.,2025-01-16T23:26:19Z
@Jdubski73,bro is dragging it lowkey but its a fire song so its okay.,2025-01-16T23:00:14Z
@jessicaodiri7,"The music is beautiful…makes me wanna sit by the ocean and just listen to it while the ocean breeze blows😩

Can we take a moment to appreciate the model’s beauty🤭",2025-01-16T22:59:00Z
@BrandonArevalo-ou3ck,"Oh my gosh, on everything bro I was gonna actually dm you to do this bc other ppl be making money of your songs by making lyric videos. Keep up the good work Kai, w decision.",2025-01-16T22:57:04Z
@abiyyiadwd5311,I thought the thumbnail is kim minji😅,2025-01-16T22:39:50Z
@ShariVilla-eg1rv,How pretty the girl is,2025-01-16T22:37:29Z
@ShariVilla-eg1rv,"I like the tone of voice he uses, it's calm And the instrument is great",2025-01-16T22:36:15Z
@spsc07,finally !!!!!!!!,2025-01-16T22:22:35Z
@Jiwansamb.L,This song is happy and sad at the same time.,2025-01-16T22:21:54Z
@MiauBG,:),2025-01-16T22:13:33Z
@Forgiveyourenemies,"seems fresh every the i hear,sometimes feel like the song is making me feel like i lost someone i never had :)",2025-01-16T22:01:50Z
@salman_lq,Hello world ❤,2025-01-16T21:57:20Z
@nose7506,"""i'll imagine we fell in love"" hits hard",2025-01-16T21:46:00Z
@john-rpg,brain rot,2025-01-16T21:31:36Z
@wantongaming123,the fact that this song is based off wifty makes it so much better than the beauty it alr is,2025-01-16T21:31:18Z
@idkrllydy,I love this song sm,2025-01-16T21:22:15Z
@rifaruu,🥰🥰🥰,2025-01-16T21:13:46Z
@CaremalBear2912,How does one make the best love song and make me feel like I have someone to sing this to,2025-01-16T21:12:12Z
@jefrisaputraa8614,cantik menawan manis baik pemalu semua ada pada dirimu,2025-01-16T21:06:15Z
@Niffy_jide,BLUEEEEEE💙💙💙,2025-01-16T20:41:57Z
@stqrgurl,"when i listen this song only can i feel is calm, thanks u for make me feel better on the hard days. ♡",2025-01-16T20:21:06Z
@꼬쏠레빠쏠로씨또,내 인생의 끝에 엔딩곡이 나온다면 꼭 이 노래로 끝나고 싶습니다.,2025-01-16T20:17:10Z
@sneha.....,Song of the year for me❤,2025-01-16T20:07:37Z
@akinahomasefa3672,wow😢😢 love it!!!,2025-01-16T19:53:44Z
@ZarinIslam-b7h,He made it,2025-01-16T19:45:50Z
@Sarah-xz3lc,I don't how many times I have listened to this masterpiece and still continuing......,2025-01-16T19:37:51Z
@queenbees5870,Ten on ten for what I see,2025-01-16T19:17:38Z
@KAIDO2.0,It's so beautiful,2025-01-16T19:07:17Z
@ykyuki-ml1jv,Everything was fine until he posted that reel still can't he is actually a gay 😥,2025-01-16T19:00:13Z
@ProGamerX-rishab,"My favourite song ever bro 😮 this song and her feelings ""OMG""  how broo?",2025-01-16T18:56:21Z
@riannsyafah,No Penyakit blue yung Kai gila 🤪,2025-01-16T18:42:49Z
@JahnviBharti-kt3ge,I just had a breakup and am listening to this...,2025-01-16T18:39:59Z
@ZenopsYT,THE LEGEND IS BACK,2025-01-16T18:35:59Z
@algasetyawanyody,100.000th to watch this,2025-01-16T18:34:46Z
@kimberlyquiej2163,❤❤❤❤,2025-01-16T18:34:44Z
@BinhNguyen-l9h,"No one can say ""I'll imagine"" better than yung kai❤",2025-01-16T18:31:35Z
@hesso_bi,Who can’t stop listen this song>>>,2025-01-16T18:28:20Z
@Atlantic-everything,Love from Nepal 🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵,2025-01-16T18:19:58Z
@kvtr13,"""I'll trust the universe will always bring me to you...""✨",2025-01-16T18:16:20Z
@kvtr13,💜💜💜,2025-01-16T18:15:26Z
@Kmd.vs125,Listening to this song gives a different feeling such a beautifull song💙💙💙❤️‍🩹💙,2025-01-16T18:05:18Z
@AnnamyaSharma,"He is the only one who really knows well how a love song should be made,,,just pierced my heart all the way,,with lots of love and happiness,,,,may he continue to make the series of this masterpiece ❤️❤️❤️❤️🥺🥺🥺🥺",2025-01-16T18:02:33Z
@arifinilham6743,"Bro this is still masterpiece, the end of 2024 but will got the memory forever❤",2025-01-16T17:59:27Z
@ocid1444,waspada penyakit blue yung kai gila 🐌🐌I'll imagine we fall in love la la la 🤪,2025-01-16T17:54:15Z
@Nullelement-c7g,Listening to this on repeat the melody perfect keep going kai,2025-01-16T17:50:58Z
@Tannie_353,Nowadays I am in love with this song...!!❤️🥴,2025-01-16T17:50:21Z
@ShauryaRawat-di4tk,"For a person who is never loved by someone, listening to this song sitting alone in a room feels like heaven 
Thankyou for this perfect love song man💌😊",2025-01-16T17:48:14Z
@Jisanthepro_123,very skbidi,2025-01-16T17:46:04Z
@janilsonvlogs9195,👍🏻,2025-01-16T17:46:02Z
@Zero-ps5xe,My favorite song❤❤❤,2025-01-16T17:43:53Z
@opshorisalam7354,This is my favourite song. In the generations of hip-hop .. kai made the best song ever ❤❤ we love the song ❤❤❤❤❤,2025-01-16T17:26:21Z
@puskarhazra6081,Know You're All That I Want This Life 😌❤,2025-01-16T17:23:56Z
@awdir131,Indo,2025-01-16T17:17:06Z
@MaxBrhma,It's best to release new more songs you are getting popular,2025-01-16T17:06:55Z
@FutarouStory,Masih Demam Blue Yungkai 😌,2025-01-16T17:05:36Z
@sb.arransement,Merdu dan lagu yg menyentuh hAtiku❤,2025-01-16T17:04:42Z
@llawliet8911,Thanks https://youtu.be/zJnmuCTW5nQ?si=6rvSJeYz_g96jnRM,2025-01-16T17:04:07Z
@keyzaya,Thank you for making such a beautiful song ❤,2025-01-16T16:59:18Z
@ciiil8802,Listening this without even experiencing love since the day i exsited,2025-01-16T16:49:35Z
@Dxxyyx,"Finally, This song is the one of my Favorite",2025-01-16T16:48:48Z
@taseenswarna6364,"This song is everything for me as it reminds me of someone 
Cause he told me one of the greatest line from this song (I’ll imagine we fell in love❤)
It touched my heart so deeply that I can’t forget it but....
At that moment I was thinking about (I’ll trust the universe will always bring me to you)✨🖤 this line 💙 .Which I couldn’t tell him. It was like we expressed our love without telling anything directly 🎀",2025-01-16T16:48:07Z
@esabelle_official,Rewatching wifty because of this masterpiece 🥹💕,2025-01-16T16:43:20Z
@raldreb,It's only January and I already know what's my Top 1 song on Spotify Wrapped this year.,2025-01-16T16:32:24Z
@bhushan_41,I'm single and this song reminds me of a very beautiful person who I loved but was too late to acknowledge my feelings for her.... Thanks to her for being my friend,2025-01-16T16:29:36Z
@donaldkharkrang9625,This song encapsulates the long distance relationship I’m in.,2025-01-16T16:25:49Z
@kiihoyuki,need to play this on my wedding!,2025-01-16T16:24:54Z
@LoonyLoonyLovegood,"Damn I rerember when this song only had a few thousand views, now it has millions...",2025-01-16T16:24:31Z
@mudfishm2056,Your girl and you in the video which fits perfectly,2025-01-16T16:20:17Z
@shryu_bored,"Just imagine in the future, you find someone who actually cares and love you, treasure your words, actions,...As you stumble across some old songs you used to listen to when you are still single and hopeless when it comes to love. You take your headphones, lay down the bed and enjoy those musics while remember about the time where you still struggling to understand the value of love as your eyelids start to grow heavier and eventually, you fall into sleep",2025-01-16T16:18:47Z
@NotAzurex,why is no one talking about how good this would be as a wedding song lol,2025-01-16T16:15:44Z
@Rohittchetrii,Everyone's first love happened in school but it never got completed ❤,2025-01-16T16:14:29Z
@firdausaf228,Waspada wabah blue yung kai gila,2025-01-16T16:12:15Z
@rightsideoftheframe,"Yung Kai's 'Blue' is more than a song; it's a heartfelt whisper of love wrapped in the gentle hues of twilight. Every note feels like a wave, carrying the listener through an ocean of emotions—longing, connection, and timeless beauty. It’s a melody that paints the heart in shades of serenity and passion, reminding us that love, like the color blue, can be both infinite and profound.",2025-01-16T16:11:50Z
@jakeilusmwybml,Why’s Julia Ma so pretty?,2025-01-16T16:10:03Z
@sakshirajpersonal,here I'm imagining every moment with him ...stuck in this blueness,2025-01-16T16:00:31Z
@eclipseXerox,"It feels like relaxation to my ears.
sweetly melodious🍭",2025-01-16T15:56:32Z
@Chipzluffy394,"""I'll imagine we fell in love"" damn...🫠😶‍🌫️🫀",2025-01-16T15:55:49Z
@pranjalmahato6126,A true masterpiece,2025-01-16T15:54:16Z
@SAROZ_T.C,Obsessed with this 😍🌷,2025-01-16T15:54:08Z
@devanshsoni6675,You know the song is goated when it reminds you of your girlfriend when you don't have any ❤️,2025-01-16T15:53:08Z
@Bangtanareeba,Maa kasam hai agr ye link open nhi ki toh exam mai pakka fail ho jawogay\https://youtube.com/shorts/dO9_J5sgRHY?feature=shared,2025-01-16T15:51:40Z
@cdba-j7i,kameramen jadi nyamuk,2025-01-16T15:50:45Z
@Yourstrulyfranklyn,The best love song you'll ever come across.😭😭,2025-01-16T15:50:09Z
@wachidatulaslamiah,aaaaaa suka bangetttt lagunyaaaa❤❤,2025-01-16T15:47:31Z
@nusratmim3718,Man comes out of nowhere and drops one the best songs ever,2025-01-16T15:41:50Z
@Not_soul-r8u,"Hey stranger,
You got a great taste;
 in songs☺️",2025-01-16T15:35:50Z
@oneboneyt,This is a real masterpiece ❤,2025-01-16T15:33:02Z
@gamezoneeez2390,' Imagine ' a harsh word 🌘,2025-01-16T15:32:45Z
@Screecher_can_screech,bro i love this aspect ratio lol,2025-01-16T15:32:13Z
@rayanaferdousiroshni,Hey guys.. Thanos here🖐️,2025-01-16T15:30:59Z
@avivahtin,Love you yung kai,2025-01-16T15:30:48Z
@ivanisraellisiahaan2420,"Masterpiece song maybe ❌

But being one of the best songs possible ✅

Just my opinion guys",2025-01-16T15:29:57Z
@caualourenco2319,❤,2025-01-16T15:29:49Z
@Am_iconic876,"Just finished watching When I fly towards you❤yesterday 
Tbh that was the best cdrama I had ever watched 😊
Thank you yung kai for suggesting us this cdrama
It was worth watching When I fly towards you 💫
Whenever I listen to this masterpiece it always reminds me of the when I fly towards you from starting to the ending ❤
THANK YOU SO MUCH FOR THIS MASTERPIECE 💗",2025-01-16T15:29:10Z
@school-life-times1,This song hit's very hard ♥️♥️,2025-01-16T15:27:52Z
@Shifahezekiel143,One day i was just scrolling shorts and i found that this song is getting viral then i go through your channel and listen this song and i was like😲 ohh my God it's so good i ❤ it,2025-01-16T15:25:17Z
@ivanisraellisiahaan2420,"It's a new year but I'm still stuck on this song 😂😅

A song that could be said to be perfect for me.",2025-01-16T15:23:01Z
@ivanisraellisiahaan2420,LET'S GO.........!!! 🔥🔥🔥,2025-01-16T15:20:32Z
@Shifahezekiel143,💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙,2025-01-16T15:20:09Z
@Shifahezekiel143,Best love song i have ever heard ❤,2025-01-16T15:19:18Z
@Nominokoni,"In an age of music full or rap, sex, drgs and profanity, a song like this is truly a gem. I'm so happy to have heard this song. Thank you.",2025-01-16T15:18:40Z
@ZayDeeYT,Thank you for this masterpiece ❤ Kai,2025-01-16T15:17:53Z
@Itzz_Me_557,"This song makes me Motivated to find a lover!
I love this song sm<3
There Chemestry omg♡",2025-01-16T15:15:39Z
@Words_001,I Wish I could have a girl like her 😅❤️,2025-01-16T15:13:45Z
@swachhogomes,Now we are on another side of the universe because this song is totally different from the songs we hear daily nowadays. Everything  here feels like pure.,2025-01-16T15:13:40Z
@shreya-lb8bc,"I luv this song ,every time I listen to it ,it reminds me of when I fly towards you ( cdrama ) I could listen to this all day love it 💗💗💗💗",2025-01-16T15:10:46Z
@estherfanai9466,The recognition you deserved 🎉❤,2025-01-16T15:10:21Z
@Abhi_say000,This song is a whole mood... that's it.,2025-01-16T15:09:31Z
@Notmee139,This music is my favorite music and I listen to it repeatedly,2025-01-16T15:06:26Z
@juneleo867,Watching this feels like a dream with my dearest,2025-01-16T15:05:13Z
@ur.waliullah,Love this man!!!!  💖,2025-01-16T15:03:22Z
@gabureru12,This song is the best song to play in the car especially when it's night,2025-01-16T15:03:05Z
@musiconly1121,Every time when someone will like my comment I'll get reminder to listen this masterpiece... ❤😊,2025-01-16T15:01:26Z
@Sagitorius1,Good music in 2025!❤,2025-01-16T15:01:10Z
@shamimakhtar613,This song is telling me to start fall for love💗✨,2025-01-16T15:01:07Z
@musiconly1121,Fun fact : if you double tap my comment it will get liked....,2025-01-16T15:00:42Z
@I_Love_Rock_Music-c3c,Bro has my crying over here singing to this song W bro 👍😭,2025-01-16T15:00:31Z
@HunCyro,Baru lagi kak,2025-01-16T15:00:11Z
@LostInAnime01,I am dying and living at the same after listening the song ❤️,2025-01-16T14:59:05Z
@anvi-b9j,daymmmmmm i love this song,2025-01-16T14:58:59Z
@annytheater,Listening this on a sunset at the beach,2025-01-16T14:57:04Z
@annytheater,Bro found a perfect girl and perfect spot for his song,2025-01-16T14:55:52Z
@Grisly182,wonderful !,2025-01-16T14:54:49Z
@ayem_dc.,"obsessed with this song kai, please make moree i can't wait !!!",2025-01-16T14:52:06Z
@jaaymaark,this song makes me wanna fall in love,2025-01-16T14:51:48Z
@Astraymk,Tengchak wegara Jara gatha bipa name poraie kam manbo je dakgipakoba anga sengenga nangkon chaboknabe angko kudimchichote gipaksogen ambino niktaijoko 🥰💋 ia comment ko nikode nika nikjaode nikjam.. nang poraianasa text kaatjaenga daoba arate comment kae roenga😚 the universe will bring us together ok? I love you,2025-01-16T14:48:50Z
@RimiRimi-z8k,Oh aesthetic vibeee!! I love it so much that I play this song every day while I get ready to go out or do my everyday work .,2025-01-16T14:46:45Z
@sreejitabhaduri1348,oh my Lil heart ❤️,2025-01-16T14:43:46Z
@OhNoChirag,❤‍🔥,2025-01-16T14:41:34Z
@Lin55998,masterpiece <3,2025-01-16T14:40:53Z
@yashbaramate4102,POV- your listening with headphone...❤‍🩹,2025-01-16T14:38:09Z
@janvi2604,I just realised the girl in the thumbnail looks like chum darang,2025-01-16T14:34:39Z
@rainox791,"Even if you release 100 versions or videos of ""BLUE"", I'll still come and see it to the end🤍",2025-01-16T14:34:20Z
@kokong29446,I was here before 60k views,2025-01-16T14:31:37Z
@Shaanbk,"""Blue"" by KAI is a stunning blend of emotion and artistry. The song's heartfelt lyrics, paired with his soothing vocals and atmospheric R&B sound, create a serene yet impactful vibe. Its introspective tone and visual storytelling in the music video further elevate the emotional depth, leaving a lasting impression. KAI truly shines in this expressive and poignant masterpiece.",2025-01-16T14:30:36Z
@Himmelmlbb,Who would thought bro is gay🥲🥲,2025-01-16T14:30:14Z
@XzgghbBvjkbj,ม่วนแม้เสี่ยว,2025-01-16T14:30:08Z
@JorellLopez-o4z,Sped blue into 2X,2025-01-16T14:28:52Z
@gracefeel.,blue 💙,2025-01-16T14:25:05Z
@Melon_7834,အလိုက်မသိတဲ့Crushကြီးကိုလွမ်းလိုက်တာ😭,2025-01-16T14:24:40Z
@Heinz-h2q,i was there that time😂lol,2025-01-16T14:19:43Z
@emirsyahabdurrahman322,6 hours ago was depressed,2025-01-16T14:19:40Z
